y.year,m.month,z.zip,sum(c.amount)
2015,5,33065,8205
2015,5,84043,442
2015,5,93257,125
2015,5,25403,160
2015,5,60402,2745
2015,5,60061,800
2015,5,95123,164
2015,5,97330,1650
2015,5,85227,2700
2015,5,53027,100
2015,5,12053,250
2015,5,81082,200
2015,5,10994,182
2015,5,32446,350
2015,5,10312,170
2015,5,38053,500
2015,5,92270,6235
2015,5,34285,1600
2015,5,95132,3300
2015,5,60447,200
2015,5,59047,250
2015,5,78606,75
2015,5,55306,3400
2015,5,87102,8479
2015,5,49017,1120
2015,5,77547,1500
2015,5,17014,600
2015,5,99654,575
2015,5,77206,125
2015,5,10007,15350
2015,5,45069,1885
2015,5,32114,1500
2015,5,32428,281
2015,5,60169,216
2015,5,37721,50
2015,5,60142,500
2015,5,95204,100
2015,5,27350,25
2015,5,59801,125
2015,5,97411,150
2015,5,33612,1300
2015,5,20657,150
2015,5,11102,2700
2015,5,17050,335
2015,5,94118,49541
2015,5,11416,255
2015,5,93463,100
2015,5,54660,500
2015,5,87111,12635
2015,5,19975,125
2015,5,45419,750
2015,5,39130,150
2015,5,98640,600
2015,5,66503,220
2015,5,24811,3700
2015,5,94558,10944
2015,5,65103,449
2015,5,96765,285
2015,5,27018,175
2015,5,1170,400
2015,5,32966,860
2015,5,24066,200
2015,5,23411,30
2015,5,17777,20
2015,5,96738,50
2015,5,96020,125
2015,5,48380,1000
2015,5,48039,2900
2015,5,83101,30
2015,5,45150,330
2015,5,19302,10
2015,5,89049,250
2015,5,3458,300
2015,5,11954,2950
2015,5,41005,133
2015,5,98649,150
2015,5,72801,2825
2015,5,76067,223
2015,5,13820,40
2015,5,33316,18763
2015,5,74012,400
2015,5,65112,5535
2015,5,26031,6750
2015,5,61748,200
2015,5,32293,100
2015,5,28211,7225
2015,5,5701,70
2015,5,75762,460
2015,5,11963,550
2015,5,40422,105
2015,5,43759,1000
2015,5,47025,250
2015,5,75080,1250
2015,5,37129,450
2015,5,30122,2000
2015,5,10940,1100
2015,5,33702,3759
2015,5,64843,140
2015,5,68046,394
2015,5,26354,1250
2015,5,95446,500
2015,5,32302,5450
2015,5,22747,2950
2015,5,54409,350
2015,5,89130,3050
2015,5,60016,55
2015,5,53072,500
2015,5,18324,125
2015,5,88071,25
2015,5,20872,100
2015,5,55934,50
2015,5,87730,200
2015,5,20531,25
2015,5,11694,1000
2015,5,46038,3061
2015,5,75089,100
2015,5,20190,201
2015,5,74434,75
2015,5,47904,131
2015,5,32401,1235
2015,5,68118,837
2015,5,29449,900
2015,5,67059,100
2015,5,25367,200
2015,5,34581,51
2015,5,62977,5000
2015,5,59711,550
2015,5,60025,6662
2015,5,89139,100
2015,5,56347,700
2015,5,53081,100
2015,5,11730,150
2015,5,46792,100
2015,5,81136,250
2015,5,20603,200
2015,5,83657,55
2015,5,74820,136
2015,5,45365,50
2015,5,77027,16300
2015,5,68127,800
2015,5,74075,600
2015,5,32724,3095
2015,5,38672,217
2015,5,38017,1550
2015,5,60124,540
2015,5,95841,250
2015,5,24721,250
2015,5,60438,1700
2015,5,33935,12
2015,5,94127,7750
2015,5,89148,5750
2015,5,60097,200
2015,5,33594,1075
2015,5,33908,10600
2015,5,20612,1000
2015,5,49008,10850
2015,5,80804,1662
2015,5,90018,100
2015,5,48326,50
2015,5,80122,655
2015,5,48640,150
2015,5,77036,449
2015,5,76040,5435
2015,5,34689,300
2015,5,97402,1255
2015,5,33603,1035
2015,5,94513,250
2015,5,68665,100
2015,5,88161,1416
2015,5,87506,9700
2015,5,32607,2700
2015,5,94109,31905
2015,5,56024,861
2015,5,96720,225
2015,5,55369,650
2015,5,20621,100
2015,5,19966,150
2015,5,97034,1700
2015,5,90027,16980
2015,5,16673,25
2015,5,48335,320
2015,5,89031,22
2015,5,79790,100
2015,5,15857,100
2015,5,15139,500
2015,5,15202,1100
2015,5,76049,5150
2015,5,43912,1250
2015,5,73160,250
2015,5,81656,3700
2015,5,94549,4510
2015,5,68701,130
2015,5,76022,150
2015,5,77574,250
2015,5,97070,300
2015,5,55378,325
2015,5,92647,4382
2015,5,80544,250
2015,5,60644,100
2015,5,80203,2450
2015,5,83406,125
2015,5,76058,110
2015,5,14870,10800
2015,5,20818,6477
2015,5,75062,5675
2015,5,33711,1300
2015,5,41032,500
2015,5,68773,250
2015,5,72110,500
2015,5,48873,25
2015,5,11577,9300
2015,5,42521,25
2015,5,75035,150
2015,5,77583,200
2015,5,68028,350
2015,5,30077,100
2015,5,77242,450
2015,5,61739,300
2015,5,95742,100
2015,5,35209,2918
2015,5,67005,125
2015,5,96056,50
2015,5,28202,3800
2015,5,95401,368
2015,5,37416,250
2015,5,19365,500
2015,5,80212,3550
2015,5,95060,10715
2015,5,12672,600
2015,5,27520,141
2015,5,56571,100
2015,5,15220,1000
2015,5,97267,205
2015,5,27834,350
2015,5,14224,250
2015,5,75071,3050
2015,5,75044,2048
2015,5,74389,25
2015,5,901,1250
2015,5,76255,200
2015,5,95814,200
2015,5,35218,50
2015,5,95410,500
2015,5,89121,650
2015,5,34222,50
2015,5,98335,550
2015,5,53718,336
2015,5,60321,350
2015,5,19033,2700
2015,5,27529,500
2015,5,81432,1000
2015,5,20181,100
2015,5,75143,1000
2015,5,85012,250
2015,5,75457,100
2015,5,45688,220
2015,5,77009,6120
2015,5,13210,100
2015,5,38654,200
2015,5,95823,35
2015,5,95482,350
2015,5,68979,300
2015,5,98030,50
2015,5,34231,1664
2015,5,98003,910
2015,5,27601,60
2015,5,23860,55
2015,5,53045,250
2015,5,54911,1165
2015,5,84025,1500
2015,5,77018,3860
2015,5,15767,500
2015,5,77332,250
2015,5,35640,551
2015,5,63040,100
2015,5,98039,200
2015,5,34240,3385
2015,5,40906,250
2015,5,27610,25
2015,5,33558,7475
2015,5,36106,767
2015,5,97016,300
2015,5,26551,100
2015,5,99223,155
2015,5,87120,4528
2015,5,48317,220
2015,5,76031,100
2015,5,42001,1837
2015,5,34994,20
2015,5,12546,500
2015,5,15812,1500
2015,5,78552,1200
2015,5,37201,1000
2015,5,40601,650
2015,5,75663,500
2015,5,78211,50
2015,5,27305,500
2015,5,77870,66
2015,5,68315,5400
2015,5,64574,205
2015,5,27278,325
2015,5,70522,63
2015,5,29171,1000
2015,5,29485,675
2015,5,29144,100
2015,5,92602,2950
2015,5,28803,650
2015,5,83702,225
2015,5,50910,2000
2015,5,85254,4600
2015,5,14511,1000
2015,5,76013,450
2015,5,46962,50
2015,5,78624,2825
2015,5,43221,7986
2015,5,75672,5400
2015,5,97124,375
2015,5,33980,550
2015,5,77879,50
2015,5,70935,5700
2015,5,62035,81
2015,5,67983,200
2015,5,99645,450
2015,5,90404,7100
2015,5,20002,24755
2015,5,22209,4765
2015,5,91956,2725
2015,5,95356,2700
2015,5,85326,75
2015,5,85263,1250
2015,5,22182,6785
2015,5,41023,1298
2015,5,76085,700
2015,5,49519,200
2015,5,78633,890
2015,5,43230,375
2015,5,75026,150
2015,5,13838,100
2015,5,33334,195
2015,5,6831,5450
2015,5,96792,1520
2015,5,29593,250
2015,5,29907,721
2015,5,29566,2900
2015,5,3063,100
2015,5,20011,10212
2015,5,95051,1435
2015,5,98631,100
2015,5,54014,2700
2015,5,97913,100
2015,5,27511,450
2015,5,47725,125
2015,5,24084,250
2015,5,78642,25
2015,5,85308,4103
2015,5,14843,30
2015,5,75098,25
2015,5,48532,50
2015,5,77305,2400
2015,5,10106,2700
2015,5,68405,5400
2015,5,76901,770
2015,5,35613,455
2015,5,68064,500
2015,5,35586,163
2015,5,38134,265
2015,5,37793,250
2015,5,37075,1700
2015,5,95437,25
2015,5,21231,2800
2015,5,62896,13900
2015,5,92010,200
2015,5,49286,200
2015,5,85003,2900
2015,5,21204,12375
2015,5,33415,375
2015,5,42629,85
2015,5,16063,2700
2015,5,67418,90
2015,5,44118,1415
2015,5,78839,2700
2015,5,63336,2000
2015,5,33881,350
2015,5,65202,75
2015,5,68602,25
2015,5,21617,250
2015,5,91364,2355
2015,5,24165,500
2015,5,23510,3455
2015,5,14610,3350
2015,5,48613,200
2015,5,93230,325
2015,5,29431,500
2015,5,90278,550
2015,5,82930,130
2015,5,85541,2955
2015,5,50452,50
2015,5,34949,450
2015,5,27260,80
2015,5,97007,1135
2015,5,97321,190
2015,5,23178,200
2015,5,90036,23200
2015,5,92584,1160
2015,5,58554,100
2015,5,92243,150
2015,5,92557,50
2015,5,77054,3302
2015,5,79602,250
2015,5,50551,200
2015,5,83002,6616
2015,5,70361,10400
2015,5,85209,2850
2015,5,76309,250
2015,5,11721,2950
2015,5,71913,3612
2015,5,94112,700
2015,5,34234,2140
2015,5,30313,4297
2015,5,26572,7250
2015,5,75244,350
2015,5,27604,250
2015,5,94085,401
2015,5,90003,250
2015,5,19601,660
2015,5,10701,250
2015,5,80107,600
2015,5,28411,1200
2015,5,19511,100
2015,5,40936,10
2015,5,81632,8400
2015,5,14092,500
2015,5,36854,100
2015,5,42461,200
2015,5,23692,500
2015,5,29506,500
2015,5,70516,50
2015,5,90012,2800
2015,5,19610,1000
2015,5,95960,200
2015,5,28824,200
2015,5,95305,100
2015,5,34772,1250
2015,5,76034,10613
2015,5,85248,5543
2015,5,81641,100
2015,5,49504,35
2015,5,43215,100
2015,5,5201,500
2015,5,94507,4190
2015,5,13760,3050
2015,5,33319,172
2015,5,10019,69884
2015,5,26312,5400
2015,5,32260,3200
2015,5,96032,136
2015,5,92766,150
2015,5,95377,250
2015,5,95691,400
2015,5,22203,501
2015,5,91950,25
2015,5,21144,6850
2015,5,75702,2700
2015,5,90209,13500
2015,5,48858,483
2015,5,74706,300
2015,5,71754,5375
2015,5,75020,250
2015,5,77568,291
2015,5,10566,125
2015,5,33328,2800
2015,5,77227,3150
2015,5,70597,500
2015,5,96041,250
2015,5,54035,500
2015,5,60701,6200
2015,5,34135,3077
2015,5,95045,3450
2015,5,62908,500
2015,5,91304,3495
2015,5,94704,290
2015,5,55901,725
2015,5,88352,100
2015,5,21216,1000
2015,5,56215,60
2015,5,14209,6750
2015,5,21530,500
2015,5,88011,250
2015,5,97225,3026
2015,5,10916,350
2015,5,35203,735
2015,5,37814,300
2015,5,98006,11950
2015,5,34207,100
2015,5,21252,201
2015,5,95054,50
2015,5,27514,950
2015,5,90290,535
2015,5,90604,300
2015,5,82601,222
2015,5,70301,250
2015,5,73701,300
2015,5,33902,1500
2015,5,95467,15
2015,5,98015,150
2015,5,95126,100
2015,5,30475,1000
2015,5,75226,2700
2015,5,97333,2901
2015,5,30134,2415
2015,5,90640,133
2015,5,35741,100
2015,5,55614,300
2015,5,80403,1845
2015,5,57103,250
2015,5,74114,6475
2015,5,76662,50
2015,5,15411,2800
2015,5,73055,250
2015,5,76321,250
2015,5,68973,500
2015,5,43125,50
2015,5,34288,775
2015,5,33570,2700
2015,5,75235,550
2015,5,59732,1500
2015,5,33884,6100
2015,5,30143,550
2015,5,64864,125
2015,5,70812,1500
2015,5,99208,3250
2015,5,28806,50
2015,5,28465,50
2015,5,63123,2700
2015,5,47620,265
2015,5,76016,3481
2015,5,21431,265
2015,5,12531,2700
2015,5,81623,700
2015,5,15142,2400
2015,5,40272,160
2015,5,14424,500
2015,5,21090,100
2015,5,78537,300
2015,5,85203,0
2015,5,40245,5400
2015,5,33615,100
2015,5,70507,2700
2015,5,60952,250
2015,5,29470,107
2015,5,32081,4205
2015,5,60611,111962
2015,5,98221,1275
2015,5,90039,1170
2015,5,92587,350
2015,5,91932,133
2015,5,70139,1000
2015,5,28133,100
2015,5,63132,3600
2015,5,14837,134
2015,5,20785,1067
2015,5,46947,200
2015,5,52761,200
2015,5,82009,700
2015,5,43206,345
2015,5,75657,346
2015,5,75002,1022
2015,5,77550,1000
2015,5,17017,370
2015,5,71261,200
2015,5,48813,191
2015,5,77864,250
2015,5,49127,100
2015,5,77523,875
2015,5,71234,225
2015,5,76527,0
2015,5,32224,4351
2015,5,95682,450
2015,5,29201,870
2015,5,98230,350
2015,5,62890,5300
2015,5,91941,1515
2015,5,95341,100
2015,5,89052,13480
2015,5,63204,100
2015,5,37356,188
2015,5,24401,625
2015,5,27801,800
2015,5,82045,250
2015,5,91914,105
2015,5,21512,71
2015,5,24060,1135
2015,5,30008,1250
2015,5,21108,460
2015,5,48167,200
2015,5,16685,250
2015,5,10055,2700
2015,5,70902,100
2015,5,70247,100
2015,5,29210,550
2015,5,63554,100
2015,5,89402,100
2015,5,95350,3750
2015,5,72113,2000
2015,5,21862,1300
2015,5,21207,2000
2015,5,98275,500
2015,5,21521,100
2015,5,20866,20
2015,5,30017,100
2015,5,62531,100
2015,5,19807,450
2015,5,90272,52307
2015,5,29676,2600
2015,5,48176,5950
2015,5,83552,300
2015,5,37805,1000
2015,5,98311,250
2015,5,98625,100
2015,5,98284,2900
2015,5,30430,115
2015,5,62881,625
2015,5,33830,120
2015,5,62226,10
2015,5,90622,250
2015,5,94022,25511
2015,5,99836,100
2015,5,90254,3350
2015,5,57399,250
2015,5,92120,3900
2015,5,50428,5500
2015,5,15025,300
2015,5,27577,25
2015,5,34243,2600
2015,5,33525,1425
2015,5,97638,200
2015,5,71135,8725
2015,5,33184,235
2015,5,1702,2760
2015,5,68246,6400
2015,5,91008,6400
2015,5,65160,511
2015,5,64505,150
2015,5,99504,85
2015,5,93215,100
2015,5,64101,250
2015,5,99163,200
2015,5,98508,100
2015,5,21754,250
2015,5,76312,5400
2015,5,21727,250
2015,5,15438,10000
2015,5,43493,100
2015,5,49441,250
2015,5,71862,2000
2015,5,33193,100
2015,5,97306,1796
2015,5,70462,50
2015,5,54959,300
2015,5,90021,2806
2015,5,95969,600
2015,5,83014,1050
2015,5,95628,3825
2015,5,60091,32276
2015,5,50536,250
2015,5,92201,250
2015,5,21081,2900
2015,5,78250,750
2015,5,15106,108
2015,5,8817,2450
2015,5,11365,35
2015,5,10710,65
2015,5,72212,12525
2015,5,33606,10360
2015,5,11024,5400
2015,5,80771,200
2015,5,10306,27
2015,5,67950,150
2015,5,70875,100
2015,5,77478,2125
2015,5,96319,310
2015,5,70471,8050
2015,5,70130,13235
2015,5,28779,100
2015,5,98589,400
2015,5,28124,300
2015,5,63841,100
2015,5,97530,1575
2015,5,92210,275
2015,5,94103,5950
2015,5,85266,4751
2015,5,21404,2700
2015,5,91214,345
2015,5,24015,400
2015,5,78259,1135
2015,5,52411,1000
2015,5,55811,5825
2015,5,78232,9850
2015,5,77577,25
2015,5,76859,1000
2015,5,80439,725
2015,5,10037,3150
2015,5,96732,1000
2015,5,70543,100
2015,5,44040,301
2015,5,98257,125
2015,5,97539,93
2015,5,91905,2700
2015,5,30062,10850
2015,5,21162,2700
2015,5,65061,200
2015,5,59427,100
2015,5,17421,50
2015,5,77586,3085
2015,5,80134,625
2015,5,16335,3860
2015,5,38442,125
2015,5,76904,1906
2015,5,41501,1000
2015,5,37760,750
2015,5,70211,2700
2015,5,98607,5875
2015,5,37419,100
2015,5,62549,500
2015,5,44022,6700
2015,5,37015,70
2015,5,62863,250
2015,5,30044,1844
2015,5,57785,500
2015,5,17403,719
2015,5,14200,500
2015,5,20148,897
2015,5,17062,50
2015,5,77254,100
2015,5,85750,6285
2015,5,16066,2950
2015,5,18614,200
2015,5,78124,50
2015,5,98338,125
2015,5,75038,500
2015,5,62935,300
2015,5,37087,50
2015,5,65483,250
2015,5,91331,100
2015,5,30080,6350
2015,5,80645,253
2015,5,64801,2785
2015,5,64083,1300
2015,5,90245,360
2015,5,31605,350
2015,5,92111,3160
2015,5,44130,70
2015,5,78133,100
2015,5,30152,4289
2015,5,71503,2700
2015,5,65151,100
2015,5,33014,8000
2015,5,29407,7550
2015,5,28752,50
2015,5,54914,580
2015,5,22032,1155
2015,5,19009,225
2015,5,44139,35
2015,5,79201,50
2015,5,14747,256
2015,5,43143,10
2015,5,53012,200
2015,5,78205,13500
2015,5,77487,1000
2015,5,97701,3690
2015,5,8054,60
2015,5,10602,170
2015,5,87015,200
2015,5,30161,337
2015,5,36109,125
2015,5,45323,1350
2015,5,64882,2800
2015,5,57534,1469
2015,5,28734,100
2015,5,59741,250
2015,5,63141,3350
2015,5,95458,100
2015,5,18049,2950
2015,5,24652,1250
2015,5,59714,50
2015,5,79210,2700
2015,5,93717,2700
2015,5,46077,625
2015,5,80421,250
2015,5,70866,1000
2015,5,77469,1450
2015,5,70525,100
2015,5,39043,350
2015,5,38388,5900
2015,5,12540,1300
2015,5,38702,58
2015,5,66102,175
2015,5,92264,4050
2015,5,27613,125
2015,5,24724,250
2015,5,91205,178
2015,5,55802,500
2015,5,59068,200
2015,5,21117,12935
2015,5,90864,2700
2015,5,23665,419
2015,5,93412,1000
2015,5,87123,25
2015,5,78223,3200
2015,5,93726,25
2015,5,23324,200
2015,5,45431,100
2015,5,16317,150
2015,5,77882,202
2015,5,10028,91481
2015,5,10001,12650
2015,5,12549,250
2015,5,37742,50
2015,5,79407,527
2015,5,12208,450
2015,5,98248,335
2015,5,66111,300
2015,5,33974,2700
2015,5,58763,1302
2015,5,29685,300
2015,5,62002,2700
2015,5,32233,3850
2015,5,32547,1100
2015,5,90057,1000
2015,5,48840,751
2015,5,87105,350
2015,5,60602,11800
2015,5,80161,250
2015,5,73154,550
2015,5,10010,55397
2015,5,12621,100
2015,5,79102,600
2015,5,79416,6020
2015,5,44013,25
2015,5,63572,35
2015,5,37069,3075
2015,5,11221,500
2015,5,78734,3775
2015,5,65124,100
2015,5,33301,31975
2015,5,61356,200
2015,5,32242,50
2015,5,95018,525
2015,5,82718,55
2015,5,85122,50
2015,5,46974,325
2015,5,11230,3200
2015,5,38944,300
2015,5,74006,850
2015,5,25962,100
2015,5,92506,3300
2015,5,95709,250
2015,5,61024,25
2015,5,19018,110
2015,5,51469,500
2015,5,56601,2900
2015,5,44094,700
2015,5,47360,100
2015,5,84790,1275
2015,5,78501,3350
2015,5,48912,70
2015,5,54860,500
2015,5,30116,50
2015,5,39330,3700
2015,5,64119,25
2015,5,60692,2700
2015,5,88092,2700
2015,5,94040,600
2015,5,60010,24958
2015,5,85140,500
2015,5,87410,100
2015,5,46373,250
2015,5,10970,8100
2015,5,46032,9701
2015,5,10629,9100
2015,5,79721,1000
2015,5,48239,35
2015,5,60046,500
2015,5,27909,522
2015,5,88101,304
2015,5,91501,1100
2015,5,85212,200
2015,5,18013,250
2015,5,61912,10
2015,5,17331,375
2015,5,11042,2700
2015,5,6897,304
2015,5,12845,400
2015,5,99603,285
2015,5,79703,5500
2015,5,92596,1000
2015,5,66748,1000
2015,5,34611,500
2015,5,67062,50
2015,5,92255,25
2015,5,94803,666
2015,5,73010,2850
2015,5,98203,5535
2015,5,40218,150
2015,5,31318,150
2015,5,94121,17700
2015,5,87114,6300
2015,5,20606,100
2015,5,17340,100
2015,5,52402,150
2015,5,26554,3400
2015,5,77532,300
2015,5,19547,150
2015,5,79739,1000
2015,5,86405,400
2015,5,74105,2750
2015,5,79057,500
2015,5,33624,3745
2015,5,37024,200
2015,5,30331,16800
2015,5,33597,100
2015,5,67941,35
2015,5,97055,175
2015,5,33256,50
2015,5,90048,6905
2015,5,23701,1000
2015,5,86441,125
2015,5,18901,9130
2015,5,28115,20
2015,5,80125,200
2015,5,78752,500
2015,5,73118,5500
2015,5,46615,75
2015,5,11930,235
2015,5,78411,242
2015,5,40326,3295
2015,5,40299,350
2015,5,65806,50
2015,5,74302,3350
2015,5,32951,550
2015,5,92802,350
2015,5,93116,150
2015,5,34476,715
2015,5,24921,225
2015,5,60638,110
2015,5,21153,2700
2015,5,72131,1000
2015,5,11598,2700
2015,5,75056,3200
2015,5,81004,5400
2015,5,39653,100
2015,5,46256,1050
2015,5,45601,2800
2015,5,32960,25
2015,5,33023,2700
2015,5,68022,25
2015,5,26330,400
2015,5,92129,750
2015,5,60647,15671
2015,5,53703,1950
2015,5,12011,250
2015,5,10952,5600
2015,5,75065,100
2015,5,13814,25
2015,5,48221,1000
2015,5,80017,500
2015,5,80331,2950
2015,5,12477,300
2015,5,70776,550
2015,5,95404,2300
2015,5,28205,445
2015,5,68901,-200
2015,5,33498,1275
2015,5,95063,25
2015,5,24661,2700
2015,5,62208,300
2015,5,87401,57
2015,5,21234,135
2015,5,20175,4360
2015,5,74733,155
2015,5,48230,7025
2015,5,80681,100
2015,5,80026,1087
2015,5,22041,4800
2015,5,38334,552
2015,5,98840,100
2015,5,75603,500
2015,5,25352,200
2015,5,40514,1075
2015,5,27622,250
2015,5,53066,750
2015,5,59014,350
2015,5,11374,2840
2015,5,87069,5400
2015,5,81435,2285
2015,5,58198,25
2015,5,20902,6420
2015,5,20184,2765
2015,5,19529,1000
2015,5,83642,102
2015,5,48302,12290
2015,5,39402,2980
2015,5,83301,2875
2015,5,19502,25
2015,5,32054,250
2015,5,46902,135
2015,5,38002,357
2015,5,46561,100
2015,5,34575,1020
2015,5,60423,2725
2015,5,33920,350
2015,5,59044,75
2015,5,94043,9705
2015,5,23641,46
2015,5,51355,100
2015,5,13207,100
2015,5,19155,250
2015,5,12866,945
2015,5,76458,50
2015,5,44321,300
2015,5,66087,25
2015,5,21443,100
2015,5,27391,3900
2015,5,94115,45900
2015,5,30316,1375
2015,5,30253,320
2015,5,55446,179
2015,5,87108,850
2015,5,93711,1100
2015,5,26575,50
2015,5,67208,100
2015,5,87422,125
2015,5,10013,77906
2015,5,79760,350
2015,5,83815,285
2015,5,22627,115
2015,5,92374,1168
2015,5,85367,100
2015,5,92688,310
2015,5,38382,100
2015,5,12534,275
2015,5,76126,72
2015,5,78737,4050
2015,5,73103,1500
2015,5,43334,275
2015,5,34434,65
2015,5,37700,250
2015,5,30666,100
2015,5,30011,250
2015,5,94124,200
2015,5,67621,3135
2015,5,29670,250
2015,5,32218,1000
2015,5,92410,150
2015,5,88301,150
2015,5,79401,5555
2015,5,78746,49614
2015,5,73112,381
2015,5,18213,100
2015,5,11206,350
2015,5,14472,25
2015,5,46268,1825
2015,5,72116,6075
2015,5,11520,2725
2015,5,78064,1200
2015,5,65109,255
2015,5,46582,2600
2015,5,80271,100
2015,5,10524,2700
2015,5,97219,3300
2015,5,94133,12835
2015,5,60659,25
2015,5,31545,20
2015,5,95003,3650
2015,5,91737,5800
2015,5,15701,5225
2015,5,25570,250
2015,5,24915,85
2015,5,78414,200
2015,5,80621,100
2015,5,13799,250
2015,5,80280,50
2015,5,13081,1000
2015,5,30092,275
2015,5,32954,500
2015,5,47802,2825
2015,5,92805,100
2015,5,38220,46
2015,5,95012,10
2015,5,92123,125
2015,5,18635,85
2015,5,21183,7616
2015,5,20842,48
2015,5,52638,40
2015,5,39342,2950
2015,5,13494,10
2015,5,81007,250
2015,5,10605,500
2015,5,30101,325
2015,5,99507,8580
2015,5,32308,11050
2015,5,64104,30
2015,5,38256,232
2015,5,37601,475
2015,5,92159,2000
2015,5,98107,205
2015,5,60022,18710
2015,5,94025,25357
2015,5,87736,75
2015,5,24592,500
2015,5,20510,1000
2015,5,86336,4156
2015,5,78154,7056
2015,5,93657,100
2015,5,20169,6220
2015,5,19451,900
2015,5,79706,100
2015,5,70806,3085
2015,5,48224,100
2015,5,80020,470
2015,5,53517,250
2015,5,73013,5177
2015,5,33187,-5400
2015,5,33160,10160
2015,5,32505,50
2015,5,52001,2875
2015,5,87718,25
2015,5,17316,150
2015,5,32819,11381
2015,5,93011,2000
2015,5,86004,300
2015,5,45371,660
2015,5,80433,2700
2015,5,73085,100
2015,5,12148,500
2015,5,78692,375
2015,5,81240,50
2015,5,98188,100
2015,5,75606,100
2015,5,33914,2850
2015,5,33573,720
2015,5,30307,24976
2015,5,58703,525
2015,5,24018,950
2015,5,17011,340
2015,5,32514,259
2015,5,93424,2950
2015,5,92706,3126
2015,5,32828,8603
2015,5,29625,35
2015,5,17325,250
2015,5,93020,75
2015,5,95945,335
2015,5,12588,301
2015,5,60542,1105
2015,5,60201,24145
2015,5,12561,1250
2015,5,18509,12600
2015,5,21057,300
2015,5,78701,36111
2015,5,37350,5800
2015,5,20716,250
2015,5,31061,305
2015,5,49112,100
2015,5,33609,16570
2015,5,80908,1375
2015,5,13709,100
2015,5,39216,100
2015,5,32927,500
2015,5,60982,500
2015,5,39189,2950
2015,5,60641,550
2015,5,21811,2700
2015,5,82003,2700
2015,5,85403,100
2015,5,72762,2725
2015,5,49525,665
2015,5,46259,350
2015,5,81321,1
2015,5,17522,2100
2015,5,81635,870
2015,5,80917,225
2015,5,39629,500
2015,5,48439,450
2015,5,70546,200
2015,5,48098,800
2015,5,32254,800
2015,5,96367,750
2015,5,93101,923
2015,5,60964,525
2015,5,34461,350
2015,5,28172,100
2015,5,60623,2500
2015,5,34120,214
2015,5,88337,100
2015,5,20483,80
2015,5,26431,500
2015,5,14131,200
2015,5,11242,2700
2015,5,39638,500
2015,5,77248,100
2015,5,10901,100
2015,5,45245,300
2015,5,95407,887
2015,5,60004,6677
2015,5,95066,3550
2015,5,34470,125
2015,5,75166,50
2015,5,95380,50
2015,5,28181,3800
2015,5,27526,100
2015,5,62525,177
2015,5,91773,3000
2015,5,24574,70
2015,5,33133,60685
2015,5,20833,675
2015,5,52629,50
2015,5,88346,3125
2015,5,26440,1000
2015,5,29706,196
2015,5,17603,250
2015,5,20151,1087
2015,5,19810,1146
2015,5,80002,300
2015,5,20124,461
2015,5,76234,800
2015,5,34228,5150
2015,5,37090,200
2015,5,33483,20900
2015,5,33142,10800
2015,5,32801,22205
2015,5,60515,2850
2015,5,74063,1000
2015,5,54881,25
2015,5,47874,100
2015,5,48188,3711
2015,5,75929,40
2015,5,21344,250
2015,5,49740,25
2015,5,34237,5800
2015,5,11789,50
2015,5,75902,2700
2015,5,33896,3809
2015,5,34210,3425
2015,5,61951,50
2015,5,39503,500
2015,5,94402,6850
2015,5,62265,500
2015,5,32496,10
2015,5,39817,35
2015,5,94061,6100
2015,5,32810,350
2015,5,61924,300
2015,5,93720,2950
2015,5,64131,-100
2015,5,95927,1600
2015,5,90293,1225
2015,5,54235,25
2015,5,28387,1335
2015,5,54549,165
2015,5,19146,1325
2015,5,82604,1975
2015,5,79338,125
2015,5,18805,25
2015,5,47201,735
2015,5,46205,515
2015,5,33905,1350
2015,5,74601,182
2015,5,43119,225
2015,5,34219,25
2015,5,49067,325
2015,5,35771,100
2015,5,94070,4139
2015,5,70833,200
2015,5,32164,260
2015,5,67226,750
2015,5,29455,6350
2015,5,0,7762
2015,5,53589,1600
2015,5,21452,205
2015,5,21111,15000
2015,5,21048,250
2015,5,50162,150
2015,5,53562,10034
2015,5,12211,1500
2015,5,20707,649
2015,5,46214,110
2015,5,46528,150
2015,5,77535,317
2015,5,48421,500
2015,5,7070,5900
2015,5,13736,450
2015,5,39180,300
2015,5,1095,150
2015,5,74242,200
2015,5,96349,600
2015,5,70501,125
2015,5,29150,351
2015,5,32550,4370
2015,5,60605,23981
2015,5,34102,8875
2015,5,28468,145
2015,5,94949,390
2015,5,89315,25
2015,5,62812,50
2015,5,18913,100
2015,5,94608,1666
2015,5,27409,1250
2015,5,62471,150
2015,5,21120,1500
2015,5,20779,418
2015,5,55123,500
2015,5,21093,30310
2015,5,55437,780
2015,5,14086,62
2015,5,48430,70
2015,5,13090,250
2015,5,42141,500
2015,5,73937,300
2015,5,10004,2876
2015,5,68303,14625
2015,5,45066,150
2015,5,32963,9027
2015,5,95703,50
2015,5,28504,250
2015,5,31904,1150
2015,5,75803,45
2015,5,60614,96578
2015,5,37377,4950
2015,5,94303,9201
2015,5,33770,1537
2015,5,62821,50
2015,5,27481,680
2015,5,97228,2700
2015,5,30002,1370
2015,5,48843,575
2015,5,13440,302
2015,5,20106,3000
2015,5,22654,500
2015,5,45236,2700
2015,5,55105,3400
2015,5,39602,500
2015,5,83501,1250
2015,5,48161,275
2015,5,95030,19895
2015,5,24942,250
2015,5,90948,250
