y.year,m.month,z.zip,sum(c.amount)
2015,4,59802,4410
2015,4,55406,2135
2015,4,20721,6000
2015,4,55720,250
2015,4,21035,1110
2015,4,49431,50
2015,4,90064,51950
2015,4,54724,250
2015,4,55038,50
2015,4,77459,4380
2015,4,76086,50
2015,4,79011,1000
2015,4,15212,100
2015,4,40342,100
2015,4,60556,500
2015,4,95618,525
2015,4,98166,5500
2015,4,75063,1000
2015,4,28078,650
2015,4,94559,250
2015,4,36574,250
2015,4,21385,2860
2015,4,97080,350
2015,4,26678,500
2015,4,55388,25
2015,4,55047,600
2015,4,48103,2800
2015,4,85713,25
2015,4,79361,320
2015,4,76472,25
2015,4,15221,550
2015,4,43617,25
2015,4,76131,85
2015,4,97520,2700
2015,4,61776,201
2015,4,30294,100
2015,4,64701,100
2015,4,26750,500
2015,4,902,250
2015,4,48453,100
2015,4,92352,35
2015,4,54401,75
2015,4,92011,555
2015,4,53719,1500
2015,4,85381,500
2015,4,12027,70
2015,4,76140,50
2015,4,75081,2016
2015,4,42944,200
2015,4,71403,50
2015,4,78006,2786
2015,4,77351,250
2015,4,32707,550
2015,4,54814,100
2015,4,92083,1734
2015,4,98031,400
2015,4,92397,500
2015,4,89131,8450
2015,4,43357,100
2015,4,33802,100
2015,4,77701,50
2015,4,10502,350
2015,4,43016,250
2015,4,33461,25
2015,4,77019,49311
2015,4,64064,100
2015,4,34986,200
2015,4,64037,250
2015,4,63382,75
2015,4,22031,5650
2015,4,54482,250
2015,4,60430,350
2015,4,95492,3600
2015,4,98040,9225
2015,4,60089,3300
2015,4,21663,50
2015,4,24211,100
2015,4,84403,100
2015,4,17204,2800
2015,4,77055,5061
2015,4,33470,950
2015,4,70739,100
2015,4,70084,2700
2015,4,44236,3700
2015,4,70398,4
2015,4,72946,120
2015,4,34995,250
2015,4,63391,200
2015,4,37202,2700
2015,4,28365,50
2015,4,98112,25850
2015,4,97394,750
2015,4,91105,18095
2015,4,64575,3151
2015,4,19958,245
2015,4,49386,500
2015,4,77441,6105
2015,4,48327,1750
2015,4,85937,50
2015,4,70748,250
2015,4,85255,24050
2015,4,37615,100
2015,4,70066,114
2015,4,28715,850
2015,4,76014,575
2015,4,34663,100
2015,4,37211,300
2015,4,63122,10150
2015,4,28374,527
2015,4,98121,1775
2015,4,29926,10146
2015,4,88225,250
2015,4,30240,100
2015,4,96721,250
2015,4,29585,825
2015,4,20685,200
2015,4,23233,70
2015,4,54688,100
2015,4,16603,500
2015,4,22551,749
2015,4,77450,6031
2015,4,86323,40
2015,4,50265,100
2015,4,78661,50
2015,4,95609,250
2015,4,75709,2700
2015,4,63131,7650
2015,4,30276,150
2015,4,62790,100
2015,4,96793,500
2015,4,90504,351
2015,4,22901,1310
2015,4,89445,50
2015,4,92648,3700
2015,4,83811,200
2015,4,22560,100
2015,4,89418,250
2015,4,22219,1250
2015,4,48067,4050
2015,4,91311,775
2015,4,85022,250
2015,4,82070,200
2015,4,68774,500
2015,4,78643,450
2015,4,75440,60
2015,4,36610,100
2015,4,10107,11800
2015,4,99350,2700
2015,4,93061,250
2015,4,55110,3350
2015,4,28607,200
2015,4,19707,951
2015,4,92065,850
2015,4,98668,50
2015,4,89113,835
2015,4,28580,200
2015,4,98327,125
2015,4,91320,1100
2015,4,78401,500
2015,4,85004,1100
2015,4,14602,50
2015,4,49601,500
2015,4,78715,50
2015,4,77656,100
2015,4,80922,25
2015,4,80204,2725
2015,4,77001,350
2015,4,97215,450
2015,4,10116,250
2015,4,76660,50
2015,4,70308,350
2015,4,32223,1425
2015,4,29334,275
2015,4,37830,100
2015,4,70281,700
2015,4,57389,100
2015,4,59937,2201
2015,4,91733,10850
2015,4,56303,125
2015,4,78410,400
2015,4,85013,6725
2015,4,84017,260
2015,4,77010,3225
2015,4,70721,2700
2015,4,12736,150
2015,4,72901,2700
2015,4,92056,550
2015,4,21654,250
2015,4,91401,3300
2015,4,24202,1350
2015,4,50050,250
2015,4,98004,8499
2015,4,62664,250
2015,4,21313,500
2015,4,27127,250
2015,4,17572,206
2015,4,50023,1010
2015,4,55316,250
2015,4,83712,50
2015,4,77423,275
2015,4,17545,100
2015,4,19438,100
2015,4,10538,25110
2015,4,77396,850
2015,4,79603,200
2015,4,28697,200
2015,4,43545,125
2015,4,98103,2800
2015,4,43204,250
2015,4,90755,3300
2015,4,21322,6545
2015,4,30536,100
2015,4,84780,350
2015,4,23188,800
2015,4,49036,100
2015,4,84098,250
2015,4,90046,57265
2015,4,22192,500
2015,4,86305,250
2015,4,19106,7950
2015,4,47161,100
2015,4,78957,100
2015,4,34313,250
2015,4,71923,374
2015,4,94030,2900
2015,4,29576,670
2015,4,97089,225
2015,4,33156,40088
2015,4,23601,350
2015,4,32097,250
2015,4,93662,200
2015,4,93007,1000
2015,4,92603,3150
2015,4,22201,5906
2015,4,86314,250
2015,4,92262,11810
2015,4,44622,500
2015,4,85632,100
2015,4,44281,125
2015,4,41015,250
2015,4,80491,100
2015,4,97439,100
2015,4,30303,2900
2015,4,65302,50
2015,4,99709,178
2015,4,32824,2700
2015,4,32169,1106
2015,4,28562,100
2015,4,92675,15261
2015,4,92020,120
2015,4,88593,35
2015,4,94541,185
2015,4,85641,2750
2015,4,15239,100
2015,4,77979,250
2015,4,80904,901
2015,4,30312,385
2015,4,31523,160
2015,4,92029,951
2015,4,78733,6900
2015,4,94550,750
2015,4,24462,2700
2015,4,11507,35
2015,4,10852,25
2015,4,46228,500
2015,4,80572,2125
2015,4,10170,1000
2015,4,45169,100
2015,4,80231,250
2015,4,29325,260
2015,4,92038,110
2015,4,95304,400
2015,4,59901,1000
2015,4,63301,3475
2015,4,15661,100
2015,4,91356,2235
2015,4,23502,5400
2015,4,58501,3425
2015,4,84663,110
2015,4,78374,100
2015,4,10520,100
2015,4,93536,250
2015,4,45241,3750
2015,4,64055,350
2015,4,57048,75
2015,4,92110,450
2015,4,72210,250
2015,4,98058,590
2015,4,65203,935
2015,4,2122,250
2015,4,32725,250
2015,4,17222,125
2015,4,91024,3110
2015,4,19402,1285
2015,4,89149,2200
2015,4,77046,2000
2015,4,19061,375
2015,4,12054,1000
2015,4,37902,2700
2015,4,47116,180
2015,4,11372,2700
2015,4,37220,2950
2015,4,65616,225
2015,4,34134,5094
2015,4,30213,1000
2015,4,91778,8105
2015,4,33138,1308
2015,4,93303,500
2015,4,26104,110
2015,4,60107,50
2015,4,50211,500
2015,4,78607,1000
2015,4,87821,145
2015,4,11722,25
2015,4,78266,275
2015,4,72632,300
2015,4,78580,125
2015,4,11040,250
2015,4,33147,1000
2015,4,36547,100
2015,4,39095,2901
2015,4,23592,250
2015,4,29540,500
2015,4,32806,1400
2015,4,64261,50
2015,4,92657,6905
2015,4,32779,1475
2015,4,85650,500
2015,4,92630,250
2015,4,94523,7375
2015,4,85623,200
2015,4,18424,450
2015,4,85282,3325
2015,4,33993,100
2015,4,98106,100
2015,4,87106,5010
2015,4,71603,2245
2015,4,30252,125
2015,4,77551,700
2015,4,77865,2500
2015,4,97424,200
2015,4,68310,10800
2015,4,96706,500
2015,4,29166,450
2015,4,92624,300
2015,4,60487,50
2015,4,91942,450
2015,4,50591,100
2015,4,91601,150
2015,4,15502,250
2015,4,85249,75
2015,4,14847,100
2015,4,46168,250
2015,4,78619,300
2015,4,43216,500
2015,4,27713,1200
2015,4,78278,250
2015,4,77560,300
2015,4,39475,250
2015,4,29920,525
2015,4,35213,1650
2015,4,70589,100
2015,4,15601,258
2015,4,22204,9630
2015,4,94562,300
2015,4,85007,500
2015,4,21208,505
2015,4,76107,5860
2015,4,14201,500
2015,4,17781,570
2015,4,78628,1115
2015,4,77632,75
2015,4,98339,200
2015,4,10065,114550
2015,4,38120,1100
2015,4,98312,400
2015,4,24824,2000
2015,4,94571,200
2015,4,85016,3560
2015,4,30117,1000
2015,4,20876,5400
2015,4,90623,5525
2015,4,77327,5300
2015,4,80907,635
2015,4,13842,125
2015,4,44822,201
2015,4,66211,4200
2015,4,98007,300
2015,4,30871,50
2015,4,92373,683
2015,4,98321,2700
2015,4,37133,250
2015,4,30126,2800
2015,4,91350,200
2015,4,90291,13900
2015,4,16803,350
2015,4,16148,550
2015,4,77713,1100
2015,4,19010,24350
2015,4,77372,250
2015,4,10173,1000
2015,4,78861,200
2015,4,18328,1609
2015,4,78520,50
2015,4,37887,50
2015,4,46383,635
2015,4,37483,1000
2015,4,63331,100
2015,4,40094,1075
2015,4,72204,1000
2015,4,98052,4756
2015,4,27587,215
2015,4,36801,100
2015,4,30512,350
2015,4,33060,1500
2015,4,16875,50
2015,4,92570,100
2015,4,25371,3320
2015,4,70033,100
2015,4,40444,100
2015,4,75640,200
2015,4,30548,500
2015,4,46051,300
2015,4,75165,2103
2015,4,65610,25
2015,4,45710,25
2015,4,90713,150
2015,4,32073,750
2015,4,22150,350
2015,4,78942,100
2015,4,11743,5900
2015,4,15143,1650
2015,4,78601,50
2015,4,85204,75
2015,4,17350,200
2015,4,78260,6690
2015,4,11061,150
2015,4,78574,250
2015,4,97415,50
2015,4,32082,12935
2015,4,60137,600
2015,4,64192,1025
2015,4,92651,5200
2015,4,66085,150
2015,4,53507,2000
2015,4,18104,2800
2015,4,25425,300
2015,4,91906,100
2015,4,44266,150
2015,4,46814,250
2015,4,78610,825
2015,4,17422,350
2015,4,80135,500
2015,4,32809,453
2015,4,93001,500
2015,4,92346,471
2015,4,92660,19561
2015,4,60523,850
2015,4,24465,350
2015,4,31068,25
2015,4,94526,3350
2015,4,56575,125
2015,4,14883,100
2015,4,49227,40
2015,4,10801,2950
2015,4,16749,200
2015,4,76941,250
2015,4,45459,325
2015,4,32163,100
2015,4,38111,250
2015,4,72455,-30
2015,4,37115,300
2015,4,92014,4550
2015,4,50322,826
2015,4,30422,100
2015,4,87591,50
2015,4,23451,15200
2015,4,48895,5750
2015,4,79902,100
2015,4,20024,3520
2015,4,10469,250
2015,4,76950,2700
2015,4,44813,265
2015,4,10128,103250
2015,4,44131,2700
2015,4,40390,250
2015,4,33042,750
2015,4,94607,750
2015,4,26753,100
2015,4,32701,600
2015,4,96814,200
2015,4,23146,144
2015,4,33015,750
2015,4,93207,1000
2015,4,92866,1000
2015,4,16830,105
2015,4,45226,350
2015,4,89125,2700
2015,4,24671,250
2015,4,44481,100
2015,4,72222,25
2015,4,44140,150
2015,4,71854,5770
2015,4,97702,735
2015,4,33051,2800
2015,4,74061,75
2015,4,64506,250
2015,4,19073,2000
2015,4,22473,25
2015,4,92220,250
2015,4,89134,17804
2015,4,54449,350
2015,4,77031,300
2015,4,44212,50
2015,4,75156,150
2015,4,37205,21280
2015,4,11357,3025
2015,4,45701,100
2015,4,78215,250
2015,4,33437,100
2015,4,70867,2700
2015,4,74070,1100
2015,4,38730,250
2015,4,99577,250
2015,4,84074,200
2015,4,86281,300
2015,4,22482,400
2015,4,27614,3100
2015,4,97361,350
2015,4,85258,1035
2015,4,72303,5400
2015,4,49855,500
2015,4,78251,150
2015,4,52403,1010
2015,4,12084,362
2015,4,80117,250
2015,4,45432,60
2015,4,36532,1050
2015,4,10029,6825
2015,4,73801,450
2015,4,92642,500
2015,4,37743,50
2015,4,76008,1610
2015,4,66112,75
2015,4,17754,1100
2015,4,53130,100
2015,4,55337,579
2015,4,77578,1100
2015,4,80126,2600
2015,4,10038,17083
2015,4,99999,12600
2015,4,32459,6250
2015,4,31804,125
2015,4,67521,5400
2015,4,32118,500
2015,4,60514,100
2015,4,38066,250
2015,4,65807,25
2015,4,98258,150
2015,4,75021,75
2015,4,66121,50
2015,4,94517,2950
2015,4,27381,5510
2015,4,88201,2700
2015,4,90094,250
2015,4,20006,13500
2015,4,11106,200
2015,4,10110,500
2015,4,73505,500
2015,4,67530,100
2015,4,32127,1800
2015,4,46975,250
2015,4,98671,3200
2015,4,66534,250
2015,4,40031,913
2015,4,36604,750
2015,4,94903,825
2015,4,27704,250
2015,4,55104,1675
2015,4,58504,250
2015,4,19701,100
2015,4,55418,70
2015,4,20015,73658
2015,4,55077,110
2015,4,80207,2700
2015,4,83607,200
2015,4,48070,2700
2015,4,80521,255
2015,4,54018,2700
2015,4,19333,100
2015,4,53022,125
2015,4,44122,6313
2015,4,75757,500
2015,4,75039,85
2015,4,94598,200
2015,4,72150,50
2015,4,33410,11800
2015,4,30458,600
2015,4,32351,1620
2015,4,61061,10
2015,4,54431,250
2015,4,19342,3515
2015,4,75452,100
2015,4,33760,250
2015,4,68104,116
2015,4,77318,400
2015,4,93611,300
2015,4,29812,7810
2015,4,99218,50
2015,4,52233,860
2015,4,32333,100
2015,4,60074,550
2015,4,54440,70
2015,4,95136,550
2015,4,89502,1200
2015,4,60047,4585
2015,4,91709,2800
2015,4,18041,125
2015,4,79606,5720
2015,4,12066,225
2015,4,18014,500
2015,4,46410,500
2015,4,11725,2725
2015,4,84020,1400
2015,4,33428,1553
2015,4,32773,250
2015,4,42301,25
2015,4,32746,850
2015,4,61142,100
2015,4,32405,1365
2015,4,25398,100
2015,4,98411,500
2015,4,66408,500
2015,4,94804,250
2015,4,27605,250
2015,4,95118,585
2015,4,59715,1250
2015,4,12075,100
2015,4,45764,1000
2015,4,74133,1095
2015,4,77058,6205
2015,4,74106,500
2015,4,73110,100
2015,4,92606,275
2015,4,66103,250
2015,4,33966,500
2015,4,63017,200
2015,4,88210,100
2015,4,95531,2000
2015,4,94158,3150
2015,4,34280,50
2015,4,33625,1025
2015,4,53121,150
2015,4,18436,358
2015,4,90731,100
2015,4,94131,24135
2015,4,55391,6400
2015,4,87124,285
2015,4,17036,110
2015,4,20302,1295
2015,4,90049,175300
2015,4,48357,250
2015,4,82701,402
2015,4,77067,500
2015,4,54619,350
2015,4,31768,50
2015,4,33634,250
2015,4,94544,115
2015,4,56055,500
2015,4,70903,5550
2015,4,96751,500
2015,4,32952,1595
2015,4,89403,200
2015,4,80503,9050
2015,4,13367,120
2015,4,47711,135
2015,4,12308,50
2015,4,48025,2950
2015,4,76421,100
2015,4,41081,1500
2015,4,94580,100
2015,4,76053,100
2015,4,33706,625
2015,4,94553,-15
2015,4,61761,423
2015,4,55409,100
2015,4,60702,100
2015,4,47720,13100
2015,4,92337,250
2015,4,80234,195
2015,4,79830,5753
2015,4,82441,2725
2015,4,11976,5900
2015,4,89044,250
2015,4,12290,100
2015,4,38138,250
2015,4,75093,4625
2015,4,41063,250
2015,4,68804,100
2015,4,33401,28330
2015,4,40004,220
2015,4,1264,50
2015,4,33715,1000
2015,4,68059,250
2015,4,33033,2000
2015,4,32315,2000
2015,4,25685,250
2015,4,95746,275
2015,4,95405,1475
2015,4,50313,200
2015,4,53713,500
2015,4,81050,500
2015,4,14228,80
2015,4,75075,400
2015,4,33069,250
2015,4,68131,8350
2015,4,95127,25
2015,4,54467,300
2015,4,27901,250
2015,4,47460,110
2015,4,27560,250
2015,4,21271,1000
2015,4,49326,1000
2015,4,11375,1478
2015,4,75488,50
2015,4,74115,500
2015,4,77381,10636
2015,4,46033,8
2015,4,77354,1300
2015,4,83302,100
2015,4,28655,90
2015,4,98402,210
2015,4,60451,50
2015,4,67054,250
2015,4,63376,50
2015,4,33921,1200
2015,4,98034,701
2015,4,30180,375
2015,4,21280,300
2015,4,56342,250
2015,4,90031,560
2015,4,56001,200
2015,4,12936,20000
2015,4,90004,41300
2015,4,74501,100
2015,4,48653,100
2015,4,45387,850
2015,4,48312,150
2015,4,92211,850
2015,4,76708,250
2015,4,80108,1505
2015,4,15116,200
2015,4,32064,150
2015,4,75963,632
2015,4,33957,4060
2015,4,98070,9350
2015,4,60119,150
2015,4,63385,500
2015,4,33616,200
2015,4,94122,9125
2015,4,30189,250
2015,4,65251,8775
2015,4,84092,1200
2015,4,93306,175
2015,4,20607,250
2015,4,63851,500
2015,4,48348,1555
2015,4,84065,100
2015,4,54951,285
2015,4,90013,3300
2015,4,34711,1005
2015,4,34684,250
2015,4,78583,35
2015,4,77901,375
2015,4,68005,350
2015,4,29202,7
2015,4,87501,10150
2015,4,55364,201
2015,4,81212,125
2015,4,23227,250
2015,4,89053,250
2015,4,80871,100
2015,4,57571,250
2015,4,48734,100
2015,4,85285,25
2015,4,18938,3400
2015,4,52807,250
2015,4,75703,10084
2015,4,75048,215
2015,4,43566,600
2015,4,77255,250
2015,4,29615,14875
2015,4,61725,200
2015,4,35222,250
2015,4,29588,1282
2015,4,70221,2700
2015,4,18974,850
2015,4,88721,500
2015,4,54036,200
2015,4,22554,1275
2015,4,21181,3700
2015,4,14892,1000
2015,4,22213,50
2015,4,15206,1150
2015,4,55902,3088
2015,4,76116,1275
2015,4,78664,551
2015,4,83616,250
2015,4,77264,250
2015,4,35976,320
2015,4,33024,8020
2015,4,61734,250
2015,4,28601,4925
2015,4,98662,250
2015,4,89107,3970
2015,4,27856,250
2015,4,18301,25
2015,4,24115,200
2015,4,20912,2485
2015,4,85025,250
2015,4,46356,50
2015,4,81418,1000
2015,4,40067,250
2015,4,78332,35
2015,4,48877,500
2015,4,77336,150
2015,4,77650,200
2015,4,76932,200
2015,4,70302,1075
2015,4,44113,2950
2015,4,60406,150
2015,4,25003,100
2015,4,28269,270
2015,4,84720,500
2015,4,30135,850
2015,4,52556,7100
2015,4,33446,953
2015,4,77345,3055
2015,4,45208,2800
2015,4,77659,145
2015,4,77004,980
2015,4,35653,2700
2015,4,42256,50
2015,4,13205,150
2015,4,70715,753
2015,4,79211,2700
2015,4,95818,6500
2015,4,33912,2603
2015,4,63026,250
2015,4,28278,100
2015,4,97370,307
2015,4,90740,3010
2015,4,30144,209
2015,4,97002,301
2015,4,29803,700
2015,4,58199,100
2015,4,90650,1000
2015,4,55310,100
2015,4,83706,210
2015,4,16507,2700
2015,4,51569,100
2015,4,77013,2700
2015,4,13214,150
2015,4,76017,100
2015,4,34639,175
2015,4,97756,100
2015,4,29902,2800
2015,4,23550,100
2015,4,55346,500
2015,4,32423,100
2015,4,19602,135
2015,4,90067,111100
2015,4,85581,250
2015,4,44230,750
2015,4,47630,350
2015,4,70392,200
2015,4,11752,25
2015,4,34265,100
2015,4,30344,729
2015,4,97068,451
2015,4,33924,2700
2015,4,94116,10850
2015,4,29528,500
2015,4,19973,50
2015,4,90034,3595
2015,4,22835,150
2015,4,22153,600
2015,4,15146,350
2015,4,50208,50
2015,4,14464,25
2015,4,33305,3010
2015,4,69022,2800
2015,4,32937,2693
2015,4,97050,5400
2015,4,90043,2700
2015,4,55358,100
2015,4,95336,100
2015,4,95650,1000
2015,4,11952,1000
2015,4,76065,660
2015,4,21166,1225
2015,4,94538,600
2015,4,68008,75
2015,4,29205,1875
2015,4,28209,3870
2015,4,60660,1750
2015,4,45157,13
2015,4,60005,750
2015,4,98270,231
2015,4,15227,250
2015,4,14886,150
2015,4,75078,300
2015,4,46341,25
2015,4,42259,500
2015,4,35907,50
2015,4,13459,300
2015,4,39307,50
2015,4,93551,1190
2015,4,33018,7400
2015,4,76262,6305
2015,4,63621,100
2015,4,25670,200
2015,4,98683,250
2015,4,60732,100
2015,4,89128,120
2015,4,95076,750
2015,4,91335,785
2015,4,82435,50
2015,4,62535,500
2015,4,14895,250
2015,4,14240,2700
2015,4,49302,100
2015,4,23454,775
2015,4,46350,2250
2015,4,77016,5400
2015,4,32713,250
2015,4,76271,1000
2015,4,50423,100
2015,4,98037,275
2015,4,34238,4250
2015,4,28604,50
2015,4,27949,900
2015,4,91344,313
2015,4,36104,500
2015,4,94403,4276
2015,4,23463,350
2015,4,94062,70600
2015,4,14222,75
2015,4,20170,350
2015,4,77025,1100
2015,4,48225,600
2015,4,77339,750
2015,4,32040,25
2015,4,98046,225
2015,4,71857,110
2015,4,59754,60
2015,4,77805,250
2015,4,97364,100
2015,4,27617,500
2015,4,30165,550
2015,4,33565,100
2015,4,90016,50
2015,4,55331,5200
2015,4,29483,732
2015,4,48324,500
2015,4,54927,100
2015,4,74145,300
2015,4,21794,150
2015,4,77007,9810
2015,4,76011,1000
2015,4,14760,15
2015,4,78218,100
2015,4,36867,100
2015,4,27312,100
2015,4,75266,201
2015,4,36526,775
2015,4,29492,250
2015,4,90402,94200
2015,4,83709,1000
2015,4,53940,400
2015,4,48306,100
2015,4,89002,250
2015,4,18914,1000
2015,4,76020,125
2015,4,85234,150
2015,4,7825,100
2015,4,77545,525
2015,4,61701,350
2015,4,10005,5500
2015,4,29501,850
2015,4,60642,100
2015,4,98252,2700
2015,4,2657,100
2015,4,19605,87
2015,4,60301,2700
2015,4,92618,1300
2015,4,28164,75
2015,4,60615,115
2015,4,92277,100
2015,4,89011,451
2015,4,21157,50
2015,4,98225,760
2015,4,49930,250
2015,4,20816,70342
2015,4,14527,250
2015,4,46978,35
2015,4,75033,500
2015,4,77581,925
2015,4,43551,200
2015,4,11234,1350
2015,4,78613,5100
2015,4,77554,1450
2015,4,99320,500
2015,4,35180,-900
2015,4,28173,3935
2015,4,95031,575
2015,4,30039,200
2015,4,91604,29125
2015,4,14850,470
2015,4,74701,300
2015,4,33009,400
2015,4,32668,50
2015,4,35216,100
2015,4,98674,200
2015,4,76226,625
2015,4,70592,50
2015,4,44089,1100
2015,4,89433,100
2015,4,27527,50
2015,4,21552,1150
2015,4,21211,300
2015,4,14204,50
2015,4,54900,100
2015,4,49266,500
2015,4,20152,2800
2015,4,77662,3200
2015,4,81062,25
2015,4,10122,1000
2015,4,77321,50
2015,4,44843,100
2015,4,48180,2750
2015,4,34229,3650
2015,4,30802,100
2015,4,34202,11350
2015,4,30461,500
2015,4,20906,650
2015,4,30120,250
2015,4,23831,250
2015,4,32327,100
2015,4,26038,120
2015,4,16142,25
2015,4,43793,2700
2015,4,76307,250
2015,4,63011,250
2015,4,68959,250
2015,4,27608,11476
2015,4,97355,110
2015,4,34211,2700
2015,4,33556,300
2015,4,10974,50
2015,4,74432,250
2015,4,61611,100
2015,4,35763,1035
2015,4,71480,156
2015,4,23185,2050
2015,4,84032,25
2015,4,64132,2800
2015,4,92591,1250
2015,4,28792,25
2015,4,50899,250
2015,4,91505,8450
2015,4,76002,1000
2015,4,12203,1650
2015,4,18017,1275
2015,4,78209,22380
2015,4,37172,3700
2015,4,773,250
2015,4,10301,1100
2015,4,29860,500
2015,4,32408,3250
2015,4,54649,304
2015,4,98548,50
2015,4,60463,500
2015,4,63863,100
2015,4,66411,60
2015,4,98862,500
2015,4,28460,6914
2015,4,21112,75
2015,4,49508,250
2015,4,85225,200
2015,4,43219,50
2015,4,77536,765
2015,4,17003,350
2015,4,39110,1252
2015,4,99302,1000
2015,4,79402,300
2015,4,22207,41760
2015,4,70161,100
2015,4,98620,201
2015,4,60606,14250
2015,4,22180,7450
2015,4,97875,100
2015,4,92241,75
2015,4,65738,100
2015,4,94134,650
2015,4,23391,385
2015,4,87504,450
2015,4,78604,250
2015,4,52101,250
2015,4,14150,2700
2015,4,43201,859
2015,4,76890,25
2015,4,36571,100
2015,4,77204,500
2015,4,76549,25
2015,4,45067,35
2015,4,80129,1150
2015,4,29223,5450
2015,4,95363,175
2015,4,94547,8100
2015,4,30030,1460
2015,4,21848,2700
2015,4,31062,1000
2015,4,85306,400
2015,4,20852,9700
2015,4,65065,2075
2015,4,93461,250
2015,4,23059,150
2015,4,17425,8100
2015,4,16025,70
2015,4,76531,150
2015,4,35243,100
2015,4,30102,75
2015,4,65101,1150
2015,4,21202,210
2015,4,24468,5400
2015,4,84660,250
2015,4,23472,50
2015,4,55923,201
2015,4,30075,3470
2015,4,80210,5775
2015,4,72207,23924
2015,4,78155,1130
2015,4,75069,3580
2015,4,37118,100
2015,4,91362,4600
2015,4,71121,225
2015,4,33036,250
2015,4,99517,250
2015,4,64832,1000
2015,4,64114,1000
2015,4,30084,1125
2015,4,96628,2700
2015,4,58480,200
2015,4,61091,50
2015,4,23140,100
2015,4,92887,1450
2015,4,83646,200
2015,4,44502,2700
2015,4,53716,250
2015,4,46368,50
2015,4,81430,500
2015,4,43416,100
2015,4,37127,200
2015,4,70816,398
2015,4,91030,210
2015,4,68107,350
2015,4,74055,550
2015,4,29438,145
2015,4,15801,325
2015,4,92869,520
2015,4,19040,120
2015,4,56470,100
2015,4,78577,100
2015,4,77518,225
2015,4,40222,1629
2015,4,80443,100
2015,4,43147,255
2015,4,45040,250
2015,4,32058,100
2015,4,29169,300
2015,4,28451,75
2015,4,98198,800
2015,4,66061,2800
2015,4,92223,100
2015,4,79241,1100
2015,4,94089,100
2015,4,78245,550
2015,4,11360,201
2015,4,77904,3003
2015,4,10705,167
2015,4,39101,100
2015,4,48315,250
2015,4,80111,150
2015,4,35808,85
2015,4,12571,2700
2015,4,38015,500
2015,4,24782,12300
2015,4,98584,200
2015,4,72081,100
2015,4,33592,2750
2015,4,94502,75
2015,4,18062,25
2015,4,84606,750
2015,4,78254,2600
2015,4,23669,5490
2015,4,86409,50
2015,4,77572,201
2015,4,80120,250
2015,4,10032,125
2015,4,12580,100
2015,4,79124,150
2015,4,98593,50
2015,4,24450,2150
2015,4,66115,1000
2015,4,59108,200
2015,4,93111,3235
2015,4,32578,130
2015,4,86481,100
2015,4,73840,500
2015,4,45103,575
2015,4,79106,125
2015,4,41021,500
2015,4,11566,8350
2015,4,21911,50
2015,4,65810,100
2015,4,75024,450
2015,4,94520,150
2015,4,33332,300
2015,4,30066,1400
2015,4,32273,110
2015,4,89101,8175
2015,4,25302,250
2015,4,44143,300
2015,4,70305,5900
2015,4,76253,50
2015,4,44116,350
2015,4,33027,300
2015,4,91326,350
2015,4,48189,50
2015,4,29420,250
2015,4,74037,2800
2015,4,32686,250
2015,4,68403,3810
2015,4,32345,100
2015,4,61055,2700
2015,4,89451,10650
2015,4,25311,500
2015,4,98028,300
2015,4,64150,10
2015,4,92860,100
2015,4,89119,8700
2015,4,60068,310
2015,4,19031,2700
2015,4,92178,1000
2015,4,78541,501
2015,4,11001,2800
2015,4,84014,250
2015,4,76666,5400
2015,4,38374,250
2015,4,95821,1950
2015,4,95480,2700
2015,4,60077,2000
2015,4,24019,800
2015,4,94080,25
2015,4,97005,201
2015,4,59054,250
2015,4,61602,2700
2015,4,87109,950
2015,4,52361,100
2015,4,10014,64725
2015,4,79761,250
2015,4,45013,1400
2015,4,74127,-25
2015,4,64572,250
2015,4,70520,200
2015,4,92627,5550
2015,4,70179,100
2015,4,73041,5700
2015,4,75652,250
2015,4,95148,1600
2015,4,24746,250
2015,4,59808,251
2015,4,68304,1025
2015,4,85252,250
2015,4,32901,100
2015,4,53115,250
2015,4,43560,305
2015,4,59063,110
2015,4,17057,75
2015,4,55322,500
2015,4,10023,199698
2015,4,74136,2500
2015,4,73481,100
2015,4,37737,250
2015,4,40662,250
2015,4,75006,2175
2015,4,33314,180
2015,4,69031,125
2015,4,68313,19300
2015,4,24073,660
2015,4,97086,850
2015,4,80524,175
2015,4,44439,100
2015,4,79501,150
2015,4,12302,50
2015,4,11961,40
2015,4,11557,5250
2015,4,37405,350
2015,4,37064,5740
2015,4,40330,2171
2015,4,96754,200
2015,4,96099,250
2015,4,92833,1110
2015,4,32955,1925
2015,4,87199,300
2015,4,95695,1200
2015,4,19004,2700
2015,4,92806,175
2015,4,24611,5400
2015,4,47373,250
2015,4,44107,6900
2015,4,21184,110
2015,4,75087,100
2015,4,93901,2700
2015,4,99508,250
2015,4,32309,3465
2015,4,95112,406
2015,4,92160,25
2015,4,94708,9925
2015,4,28227,883
2015,4,89074,3155
2015,4,53016,500
2015,4,20879,100
2015,4,14904,47
2015,4,88051,250
2015,4,20197,2700
2015,4,77303,50
2015,4,10956,3300
2015,4,33063,100
2015,4,35611,70
2015,4,12508,250
2015,4,74010,150
2015,4,32004,600
2015,4,99203,350
2015,4,31322,150
2015,4,59718,1625
2015,4,33870,605
2015,4,53402,500
2015,4,11710,2700
2015,4,83323,300
2015,4,39020,50
2015,4,12517,250
2015,4,38365,45
